,User-ID,ISBN,Book-Rating
935908,226965,0345422384,10
935910,226965,0345422406,10
935912,226965,0345434803,10
935925,226965,0385265700,7
935931,226965,0394800168,10
935981,226965,0451208811,7
935990,226965,051513628X,5
935992,226965,0515136530,5
935997,226965,0553268937,9
935998,226965,0553271636,8
936015,226965,0618002219,10
936023,226965,0671776975,7
936031,226965,0679776818,5
936045,226965,0804105820,10
936054,226965,1565122968,7
936212,227025,0060502258,6
936221,227025,0142000205,6
936229,227025,0345436911,6
936237,227025,0385511612,7
936240,227025,0425180638,8
936250,227025,0449003787,7
936300,227054,0449219364,9
936301,227054,0449219461,7
936302,227054,0449221482,8
936303,227054,0449221512,8
936304,227054,0553271636,9
936305,227054,0553279556,9
936306,227054,0553280368,9
936307,227054,0553284789,7
937427,227447,0020199600,9
937471,227447,0060938455,10
937535,227447,006440630X,5
937660,227447,0316096199,10
937672,227447,0316666343,10
938199,227447,0380817691,9
938268,227447,039914675X,9
938341,227447,0425178579,7
938348,227447,0425181464,8
938625,227447,0449221504,6
938775,227447,051511779X,10
938798,227447,0515132268,10
938875,227447,0553280368,7
938898,227447,055356773X,10
939015,227447,0671002481,8
939034,227447,0671016776,6
939441,227447,0836218515,8
939550,227447,0894808249,9
939560,227447,0920668372,10
939853,227520,0060987103,10
939900,227520,0312966970,7
939931,227520,0345368932,9
939972,227520,0373218397,8
939980,227520,0373218966,7
939983,227520,0373243286,8
939984,227520,0373243790,8
939992,227520,0373483503,9
939995,227520,0373484003,9
939998,227520,0373484224,8
940000,227520,0373484410,8
940001,227520,0373484429,7
940005,227520,0373484895,8
940026,227520,0380789884,10
940041,227520,0385418493,8
940056,227520,0425150984,8
940070,227520,0425178579,9
940071,227520,0425181464,8
940074,227520,0425183971,8
940075,227520,042518630X,9
940076,227520,0425189031,9
940077,227520,0425191583,10
940093,227520,0441000916,8
940095,227520,0441002935,7
940097,227520,0441004520,8
940098,227520,0441005241,8
940144,227520,0515114693,10
940146,227520,051511779X,10
940148,227520,0515118656,8
940152,227520,0515120006,8
940154,227520,0515121843,9
940157,227520,0515124214,8
940159,227520,0515126772,10
940163,227520,0515128546,9
940164,227520,0515128554,10
940168,227520,0515131229,9
940169,227520,0515132020,9
940172,227520,051513287X,10
940178,227520,051513628X,10
940179,227520,0515136379,10
940353,227520,089480829X,10
940746,227705,0061031550,8
940754,227705,0312265867,9
940768,227705,0316284955,8
940781,227705,0345353145,8
940784,227705,034538430X,8
940789,227705,034539657X,9
940792,227705,0345422384,6
940811,227705,038549081X,9
940836,227705,0425128164,7
940839,227705,0425132951,8
940840,227705,0425133540,7
940847,227705,0425147517,7
940859,227705,0425183971,9
940877,227705,0440174643,10
940893,227705,0440225701,7
940962,227705,0452266564,8
940964,227705,0452281903,5
941000,227705,0553563521,6
941006,227705,0553579606,5
941037,227705,0671867172,8
941277,227836,0060008032,9
941316,227836,0399149848,8
941322,227836,0441002935,10
941323,227836,0441003745,10
941324,227836,0441004520,10
941325,227836,0441005241,10
941326,227836,0441005748,9
941346,227836,0515131229,8
941374,227836,0767905180,8
941503,227884,0316601950,7
941504,227884,0316666343,10
941531,227884,0440226104,9
941534,227884,0446672211,10
941535,227884,0446675059,7
941575,227884,080411868X,9
941579,227884,1551665301,10
941754,228021,0060256672,10
941758,228021,0060987103,9
941771,228021,0064471101,8
941777,228021,0141301155,8
941784,228021,0316779423,5
941786,228021,0345339681,10
941788,228021,0345348036,10
941796,228021,0380600129,10
941820,228021,0452260116,5
941822,228021,0553211404,10
941846,228021,1563890119,10
942282,228311,0375701907,9
942287,228311,038549081X,10
942295,228311,0446672211,8
942304,228311,0452282152,7
942305,228311,0452282829,3
942315,228311,0671021001,9
942321,228311,0671886665,6
942322,228311,0679735771,5
942688,228579,0316666343,5
942689,228579,0345339703,10
942690,228579,0345339711,10
942691,228579,0345339738,10
942705,228579,0425113884,10
942710,228579,0440225701,6
942732,228579,1400032717,7
942885,228681,0345442822,10
942923,228681,0373484895,4
942953,228681,0380817691,8
943018,228681,0449003787,8
943069,228681,0515131083,7
943084,228681,055328942X,7
943108,228681,0671016768,7
943115,228681,0671036505,6
943148,228681,0802130208,6
943254,228727,0345436911,2
943260,228727,0440235502,10
943287,228727,0804111359,8
943288,228727,0811801802,8
943289,228727,0811802981,8
943290,228727,0877017883,8
943349,228764,0060502258,8
943381,228764,0312282990,6
943558,228764,0385511612,4
943714,228764,0449149676,10
943816,228764,0515102636,10
943848,228764,051512219X,8
943859,228764,0515126772,10
943866,228764,0515128554,10
943871,228764,0515131229,10
943889,228764,0553250426,10
944018,228764,0671886665,10
944664,228998,0020442203,7
944856,228998,0345438329,5
945032,228998,0385492081,9
945064,228998,0399144463,3
945068,228998,0399501487,10
945125,228998,0440178002,9
945488,228998,055356773X,7
945498,228998,055357258X,6
945899,229011,0061032093,7
945923,229011,0345380371,6
945987,229011,0380820854,7
945990,229011,038533656X,6
946007,229011,0425169693,5
946011,229011,0425185710,7
946028,229011,0440225701,7
946034,229011,0446515078,1
946060,229011,0451203895,5
946087,229011,0515126772,6
946089,229011,0515128546,6
946115,229011,0553583441,7
946122,229011,0671004549,8
946136,229011,0671568175,5
946158,229011,0671888587,8
946190,229011,0821769367,1
946201,229011,1551669498,3
946204,229011,1573229571,10
946764,229313,0312195516,10
946771,229313,0316601950,8
946777,229313,0345313860,8
946782,229313,034538475X,6
946785,229313,0345434803,10
946798,229313,0385265700,10
946800,229313,0385333412,8
946803,229313,0385484518,8
946820,229313,0425192733,8
946833,229313,0440241413,9
946840,229313,0446672211,8
946858,229313,0452282152,7
946875,229313,0553801376,9
946882,229313,0671003755,10
946916,229313,0767905180,9
947089,229329,0316666343,8
947129,229329,038542017X,5
947133,229329,0446394521,8
947154,229329,0553268449,10
947208,229329,0811801802,8
947234,229329,0971880107,2
947236,229329,1400031354,8
947251,229329,1857022424,10
947596,229409,0380725827,9
947599,229409,0380730847,6
947610,229409,0385512104,9
947611,229409,0385722192,7
947615,229409,0425178951,9
947617,229409,0425188787,8
947625,229409,0449221512,9
947626,229409,0449223604,9
947632,229409,0553279556,9
947633,229409,0553284789,9
947634,229409,055357230X,8
947636,229409,0553574639,7
948019,229551,0316284955,10
948020,229551,0316666343,8
948025,229551,0345313151,10
948027,229551,0345318854,10
948104,229551,0373250118,10
948247,229551,0374199698,10
948251,229551,0380752859,10
948256,229551,0380820447,10
948258,229551,0385335830,8
948259,229551,0385336179,9
948260,229551,0385336810,9
948264,229551,0385507593,8
948298,229551,0446394521,7
948328,229551,0525945725,10
948369,229551,0684853515,10
948380,229551,0743222229,10
948938,229741,0060916508,8
948941,229741,0060987103,8
948953,229741,0064471047,8
948954,229741,0064471055,8
948958,229741,0064471101,8
949004,229741,0380815923,6
949010,229741,0385335881,7
949012,229741,038542017X,8
949014,229741,0385425473,8
949017,229741,0385722435,8
949026,229741,0439139600,7
949032,229741,0440220424,8
949091,229741,0679736042,5
949106,229741,0767914767,7
949108,229741,0786869216,8
949109,229741,0786885688,8
949117,229741,0811801802,8
949118,229741,0811802981,8
949125,229741,0877017883,8
949563,230013,0345413881,5
949573,230013,0399501487,10
949579,230013,0440237262,9
949601,230013,0553569031,8
949602,230013,0553582747,8
949607,230013,0679441018,4
949638,230013,0971880107,6
949640,230013,1576737330,3
950432,230293,0345391810,7
950433,230293,0375411992,10
950436,230293,0385484518,9
950440,230293,0553277243,8
950442,230293,0553573136,8
950443,230293,0609608444,9
951461,230522,0140440046,10
951474,230522,0141301155,10
951699,230522,0316780812,9
951803,230522,0345423402,8
951810,230522,0345434803,6
951811,230522,0345439104,8
951902,230522,0375412530,8
951926,230522,0380600129,9
952049,230522,0385474016,8
952085,230522,0394800168,9
952151,230522,0399501487,10
952324,230522,0440219078,9
952370,230522,0440404193,9
952410,230522,0440940001,10
952428,230522,0441790348,9
952759,230522,0553211404,9
952764,230522,055321313X,10
952765,230522,0553213148,10
952767,230522,0553213164,10
952769,230522,0553213180,10
952788,230522,0553250426,10
952861,230522,0553569155,5
953254,230522,0671042572,7
953390,230522,0671894455,8
953427,230522,0679744398,8
953430,230522,0679751521,9
953480,230522,068483376X,7
953576,230522,0743222229,10
953684,230522,080411918X,5
953704,230522,0811801802,10
953706,230522,0811802981,10
953908,230522,0877017883,10
954593,230708,0060987103,4
954606,230708,0140386645,8
954623,230708,0373243790,7
954668,230708,0440225817,5
954673,230708,0440236061,9
954718,230708,0451203895,5
955310,231149,0060934719,7
955311,231149,0061020710,5
955312,231149,0061031844,6
955315,231149,0380789035,9
955316,231149,0441003257,9
955318,231149,0553580191,8
955319,231149,0553582747,6
955442,231210,0060964049,8
955591,231210,0312421273,7
955696,231210,0345392825,10
956121,231210,0375706771,8
956123,231210,0375725784,8
956165,231210,0380730138,6
956209,231210,0385492081,10
956277,231210,0399501487,10
956454,231210,0446672211,7
956483,231210,0449219364,7
956488,231210,0449221512,7
956491,231210,0449223604,7
956646,231210,0553212451,9
956679,231210,0553274503,5
956697,231210,0553284789,7
956814,231210,0671003755,8
956825,231210,0671250671,9
956944,231210,0679771476,7
957034,231210,0767915054,5
957045,231210,0786862564,7
957086,231210,0804108749,10
957227,231210,0894803204,9
957421,231237,0060175966,10
957423,231237,0060930535,7
957424,231237,0060934417,10
957426,231237,0060987103,10
957427,231237,0060987529,10
957428,231237,0060988649,8
957453,231237,0312195516,10
957461,231237,0316666343,8
957487,231237,0380728133,10
957496,231237,0380813815,10
957504,231237,0385722435,10
957529,231237,0441003745,8
957563,231237,0451206525,9
957569,231237,0452282195,7
957575,231237,0515133639,8
957595,231237,0553280368,10
957597,231237,0553282476,8
957618,231237,0671021001,10
957633,231237,0679721886,10
957656,231237,0767900383,10
957685,231237,1400031354,10
957686,231237,1400031362,9
957687,231237,1400034779,9
957756,231255,0312291639,10
957757,231255,0316601950,8
957765,231255,0385336179,10
957770,231255,0451203895,8
957771,231255,0452282195,7
957773,231255,0671024094,5
957777,231255,0684865742,5
958153,231351,0345386108,7
958154,231351,034539657X,8
958155,231351,0380710218,7
958156,231351,0380718332,7
958165,231351,0425113884,6
958166,231351,0425128164,7
958168,231351,0425142485,9
958169,231351,0425158594,8
958196,231351,0553578685,6
958221,231354,0375702709,9
958222,231354,0380728133,9
958226,231354,0385474547,9
958236,231354,0452268060,8
958238,231354,0452282195,5
958243,231354,0553575384,9
958246,231354,0684801523,10
958352,231393,0330267388,9
958354,231393,0345422384,8
958356,231393,0345434803,7
958374,231393,0440439884,9
958395,231393,0553380958,10
958417,231393,0786915749,8
959429,231857,0140430725,9
959558,231857,0385507593,8
959604,231857,0449221504,7
959638,231857,0552143774,8
959644,231857,0553210092,5
959857,231857,1551668653,5
960386,232106,0345339681,10
960387,232106,0345339703,10
960388,232106,0345339711,10
960389,232106,0345339738,10
960393,232106,0380718340,9
960398,232106,0385484518,10
960415,232106,0425140032,7
960434,232106,0517580497,10
960442,232106,0609610597,10
960570,232131,0060920084,7
960601,232131,0060934417,9
960655,232131,0061092177,9
960665,232131,0061097861,8
960921,232131,0312983271,6
960941,232131,0316601950,7
960976,232131,0345339703,8
961012,232131,034538430X,5
961027,232131,034539657X,7
961070,232131,0345446666,5
961073,232131,0345447867,6
961095,232131,0375500510,7
961199,232131,0380789035,8
961273,232131,0385498802,10
961277,232131,0385507607,9
961412,232131,0425133516,7
961414,232131,0425135020,6
961450,232131,0425169693,8
961465,232131,0425178951,8
961480,232131,0425188787,4
961508,232131,0440204208,4
961550,232131,0440225701,7
961567,232131,0440241413,4
961680,232131,0446672211,9
961730,232131,0449223604,8
961886,232131,0515119644,7
961892,232131,0515121495,4
962006,232131,0553299506,8
962035,232131,0553568701,8
962043,232131,0553571885,7
962046,232131,0553572326,6
962130,232131,0670865796,7
962136,232131,0671003755,10
962142,232131,0671016768,7
962244,232131,0671864173,5
962438,232131,0767900383,7
962448,232131,0767916069,7
962464,232131,0786862564,5
962661,232131,0894803204,7
964219,232945,0345413873,3
964235,232945,0425109720,9
964236,232945,0425116840,9
964240,232945,0425133516,9
964241,232945,0425133540,9
964250,232945,0425147584,9
964253,232945,0425158632,9
964259,232945,0425180964,9
964281,232945,0440225701,8
964286,232945,0440236061,8
964288,232945,0440237262,8
964304,232945,0446605484,8
964331,232945,0449006522,8
964367,232945,0553250426,9
964368,232945,0553250531,9
964369,232945,0553280945,9
964370,232945,0553289411,9
964380,232945,0553571885,8
964384,232945,0553579606,7
964386,232945,0553579983,8
964389,232945,0553581554,8
964393,232945,0553582526,8
964403,232945,0671024094,9
964410,232945,0671038443,9
964428,232945,0743437802,8
964432,232945,0765341972,3
964445,232945,0875421180,9
964479,232959,0060977337,7
964481,232959,0060987103,8
964485,232959,0142004278,9
964508,232959,0385420161,8
964511,232959,0385484518,9
964547,232959,0684872153,8
964551,232959,0767905180,6
964587,232964,0142001805,8
964601,232964,0345443683,7
964637,232964,0446672211,8
964654,232964,0553250426,7
964659,232964,0670031909,8
964665,232964,0671708635,6
965639,233526,0060987103,10
965640,233526,0345339703,9
965641,233526,0345339738,9
965649,233526,0440225701,8
965650,233526,0440241413,6
965652,233526,0452281881,10
965654,233526,0553569155,8
965945,233711,0060096195,9
965972,233711,0316284955,7
965988,233711,0345439104,8
966000,233711,0385335482,9
966001,233711,0385484518,9
966015,233711,0446606189,7
966028,233711,0452284295,8
966040,233711,0553568701,9
966050,233711,0671021001,7
966062,233711,0743225082,8
966075,233711,0767900383,7
966078,233711,0812570944,8
966639,233911,0312983271,10
966659,233911,0345339681,10
966720,233911,0399151648,10
966891,233911,0618129022,10
967027,233911,0807083054,8
967177,233911,1400031362,10
967178,233911,1400034779,8
968383,234359,0060934719,7
968385,234359,0060987103,6
968392,234359,0062502182,6
968400,234359,0142000205,7
968424,234359,0345442768,7
968429,234359,0345452534,8
968558,234359,0385337639,10
968564,234359,0385722435,7
968565,234359,0385729340,8
968566,234359,0385730586,8
968572,234359,0399149848,9
968612,234359,0449907481,6
968639,234359,051513628X,6
968640,234359,0515136379,7
968641,234359,0515136530,7
968650,234359,0553579983,7
968656,234359,0553802461,5
968663,234359,0670031909,7
968713,234359,0811801802,10
968718,234359,0812967240,2
968738,234359,0871136791,4
968761,234359,1551667509,5
968785,234399,0142000205,10
968795,234399,0440226104,10
968800,234399,0451190491,10
968802,234399,0451190548,10
968805,234399,0451190572,10
968814,234399,0684853507,5
968815,234399,0688177751,6
969104,234597,0060914653,9
969118,234597,0140230165,10
969153,234597,0375725849,9
969164,234597,0399501487,9
969168,234597,042516098X,9
969176,234597,0440225701,9
969200,234597,0451523377,9
969203,234597,0452281679,9
969207,234597,0515095826,9
969220,234597,0553211404,10
969257,234597,0786808551,9
969268,234597,0836218051,10
969287,234597,1573229571,10
969492,234623,0060392452,10
970068,234623,0375500510,8
970515,234623,0440407524,5
971541,234623,0740704818,10
971801,234623,0812967240,7
971846,234623,0836218620,10
972701,234765,0140276904,5
972710,234765,0375724370,6
972714,234765,0380789035,8
972717,234765,0385494246,8
972718,234765,0393317552,10
972720,234765,0399501487,10
972724,234765,0440224594,8
972748,234765,0804111359,9
972943,234828,0060392452,10
972951,234828,0060930535,3
972958,234828,0061020710,10
972960,234828,0061054151,8
972971,234828,0061092886,7
972983,234828,0066214122,8
972992,234828,0140186409,3
973041,234828,0316666343,7
973071,234828,0345317580,10
973099,234828,0345353145,10
973118,234828,0345380371,9
973135,234828,0345434803,2
973138,234828,0345444884,8
973175,234828,0380702843,9
973182,234828,0380710218,8
973217,234828,0393312836,9
973252,234828,0425109720,10
973266,234828,0425142485,4
973272,234828,0425150143,7
973285,234828,042518286X,8
973333,234828,0440403278,7
973360,234828,0441172717,10
973373,234828,0441790348,8
973385,234828,0446322180,9
973397,234828,0446363251,2
973411,234828,0446603589,8
973449,234828,0449221512,7
973467,234828,0451151259,8
973501,234828,0451205626,7
973521,234828,0451523377,10
973526,234828,0452266564,9
973592,234828,0553250426,8
973613,234828,0553283685,6
973661,234828,0553802496,7
973854,234828,0786915749,7
973862,234828,0804111359,7
973865,234828,080411868X,5
974559,235099,0373243790,9
974560,235099,0373484232,9
974561,235099,0373484429,8
974568,235099,0515128546,9
974569,235099,0515128554,9
974570,235099,0515131229,9
974572,235099,0671027646,9
974579,235105,0020199600,9
974622,235105,0060194448,9
974677,235105,0061000027,9
974703,235105,0061044431,8
974922,235105,0312265867,9
975030,235105,0312979096,5
975033,235105,0312983271,4
975034,235105,0312986343,7
975054,235105,0316666343,8
975154,235105,0345423402,8
975175,235105,0345452534,8
975176,235105,0345452550,9
975278,235105,0374199698,8
975280,235105,0374281602,8
975290,235105,0375413634,6
975356,235105,0380714752,8
975374,235105,0380728133,8
975407,235105,0380813815,10
975488,235105,0385511612,8
975489,235105,0385512104,10
975670,235105,0425109720,8
975674,235105,0425116840,8
975690,235105,0425135020,7
975712,235105,0425158632,8
975846,235105,0440180295,8
975852,235105,0440202043,7
975951,235105,0440498058,10
975973,235105,0441002935,7
975974,235105,0441003745,7
975975,235105,0441004520,8
975976,235105,0441005241,7
975977,235105,0441005748,6
975980,235105,0441009239,8
975981,235105,0441010512,9
976004,235105,0446322180,9
976041,235105,0446530387,7
976282,235105,0515133876,7
976283,235105,0515134279,8
976316,235105,0525947299,9
976472,235105,055356773X,8
976501,235105,0553800973,6
977960,235282,0060391626,10
977961,235282,0060505885,8
977988,235282,0312272057,6
977992,235282,0312283709,7
977994,235282,0316096199,8
977997,235282,0316666343,6
978010,235282,0345413865,8
978011,235282,0345413881,8
978012,235282,0345423291,8
978016,235282,0345441265,7
978020,235282,0375412530,8
978037,235282,0380817691,8
978040,235282,0385333412,7
978041,235282,0385484518,7
978042,235282,0385498802,7
978044,235282,0385507607,9
978055,235282,0399145990,9
978081,235282,0446672211,8
978085,235282,0449003981,9
978124,235282,0671003755,9
978135,235282,0671888587,7
978145,235282,0679746048,8
978152,235282,0684853515,6
978157,235282,0743206061,8
978159,235282,0743411323,9
978167,235282,0743469801,8
978170,235282,0767905180,7
978172,235282,0767907817,7
978175,235282,0786866586,6
978190,235282,0894803204,7
978408,235392,0312265867,10
978420,235392,0316666009,8
978429,235392,0345335511,9
978454,235392,0345423402,8
978483,235392,0380710218,5
978486,235392,0380718340,9
978542,235392,042518630X,7
978574,235392,0441000916,8
978576,235392,0441002935,8
978581,235392,0441003745,7
978582,235392,0441005241,7
978584,235392,0441005748,8
978716,235392,0671528904,6
978728,235392,0671744216,9
978773,235392,0802135196,3
980878,235935,0060976845,8
980906,235935,0312205406,8
980909,235935,0312265867,9
980950,235935,0373825013,9
980952,235935,0375412530,8
980973,235935,0385335482,9
981016,235935,0446353957,5
981018,235935,0446530387,8
981032,235935,044900371X,9
981053,235935,0452281784,7
981059,235935,0515119644,5
981072,235935,055357230X,9
981120,235935,0743437802,5
981140,235935,0804114609,9
981144,235935,0812967240,8
981157,235935,1400031354,8
981158,235935,1400034779,8
981421,236058,0061020710,9
981448,236058,0316284955,9
981450,236058,0316666343,9
981458,236058,0345423615,8
981472,236058,0380789035,8
981492,236058,0413537900,8
981501,236058,0440219078,9
981507,236058,0441569595,8
981543,236058,0618002219,10
981943,236172,0374525641,10
981955,236172,0380710218,10
982013,236172,0425178579,10
982037,236172,0440225701,10
982084,236172,0451188454,8
982157,236172,0671708635,4
982974,236283,0385199570,10
982979,236283,0385484518,10
982998,236283,0399133143,10
983007,236283,0399147195,10
983077,236283,0440202043,10
983200,236283,044661193X,10
983205,236283,0446613436,10
983234,236283,0449221180,10
983261,236283,0451190491,10
983262,236283,0451190521,10
983263,236283,0451190548,10
983264,236283,0451190556,10
983265,236283,0451190564,10
983266,236283,0451190572,10
983361,236283,0515136530,10
983411,236283,0553277243,10
983464,236283,0553582747,8
983504,236283,0670839531,10
983507,236283,0670851086,10
983587,236283,0679454446,10
983592,236283,0684853507,10
983593,236283,0684853515,10
983594,236283,0684867621,10
983637,236283,0786867647,10
983638,236283,0786868015,10
983640,236283,0786881852,8
983641,236283,0786890436,10
983664,236283,0805019375,5
983665,236283,0805036377,10
983666,236283,0805036504,10
983667,236283,0805059555,10
983824,236283,155874262X,10
983828,236283,155874424X,10
983830,236283,1558744592,10
983833,236283,1558745718,10
983834,236283,1558746226,10
983838,236283,1558747109,10
984022,236340,0140481389,7
984035,236340,0312976275,9
984069,236340,0345413865,8
984070,236340,0345413881,9
984096,236340,0380718340,9
984105,236340,0380730847,9
984117,236340,0380817691,8
984171,236340,0440225299,7
984191,236340,0446604801,7
984194,236340,0446606189,8
984215,236340,0449219364,9
984216,236340,0449219461,9
984219,236340,0449221512,8
984255,236340,0553212583,8
984257,236340,0553271636,8
984261,236340,0553279556,8
984262,236340,0553279912,8
984265,236340,0553285920,9
984273,236340,0553563521,8
984277,236340,0553572202,8
984278,236340,055357227X,9
984279,236340,055357230X,9
984280,236340,0553572326,8
984298,236340,0671023616,8
984335,236340,0684862719,8
985261,236757,0060930535,8
985262,236757,0060934417,9
985267,236757,0060988649,4
985270,236757,0061009059,5
985311,236757,0312147015,9
985313,236757,0312195516,9
985341,236757,0316780375,6
985347,236757,0345313860,9
985407,236757,0385265700,3
985422,236757,0385498802,7
985535,236757,0452282152,9
985546,236757,0553250426,1
985548,236757,0553262505,4
985550,236757,0553277472,7
985554,236757,0553292722,7
985591,236757,0671568833,5
985656,236757,0767907817,9
985699,236757,087113795X,8
987217,237264,0061031550,6
987225,237264,0316601950,9
987229,237264,0380789035,10
987234,237264,0439139600,10
987258,237264,0812971043,4
987260,237264,0971880107,2
987289,237271,0345442768,7
987290,237271,0345450892,7
987293,237271,0380710218,7
987295,237271,0385265700,8
987303,237271,0385511612,5
987307,237271,0399143947,7
987308,237271,0399147195,7
987309,237271,0399150897,7
987333,237271,0451205421,8
987344,237271,0553802496,6
987361,237271,0671888587,6
987372,237271,0971880107,5
988398,237748,0060938455,6
988413,237748,0312195516,8
988415,237748,0312305060,7
988417,237748,0316168688,7
988440,237748,0385730586,7
988474,237748,0609807900,6
988483,237748,0684801523,5
988496,237748,0811825558,5
988602,237856,0316666343,9
988605,237856,0345423291,8
988607,237856,0375412824,7
988641,237856,0743411323,7
988642,237856,0767905385,9
988659,237856,1878424319,10
988925,237990,0061097101,7
988929,237990,0316601950,8
988931,237990,0345413903,9
988958,237990,051513287X,5
988960,237990,0515135739,10
988965,237990,0671027662,9
988968,237990,0671708635,5
988976,237990,0684872153,8
988978,237990,080411868X,4
988981,237990,0821769367,5
989511,238120,0312291639,6
989553,238120,0316666343,7
989584,238120,0345380371,8
989586,238120,034538475X,7
989746,238120,0385413041,10
989795,238120,0393319296,3
989880,238120,0440200989,7
989916,238120,0446363251,6
989990,238120,0449911004,5
990023,238120,0451523377,10
990182,238120,0671003755,8
990183,238120,0671004549,5
990243,238120,0671759345,4
990272,238120,0679426140,8
990475,238120,0804105820,5
990479,238120,080411868X,8
991309,238419,0345354613,7
991316,238419,0425109720,10
991317,238419,0425116840,7
991337,238419,0553561618,8
991338,238419,0553564528,6
991343,238419,0842342702,3
992948,238613,0060932759,7
992961,238613,0345313860,9
992962,238613,0345325818,9
992965,238613,0345335465,8
993009,238613,0452282152,9
993029,238613,0684863472,9
993808,238781,0140244824,5
994395,238781,0380730138,5
994563,238781,0440404193,10
994593,238781,0446353957,8
994925,238781,0671027662,9
994946,238781,0671534734,8
995545,238849,0449221482,8
995546,238849,0449221504,8
995547,238849,0449221512,8
995566,238849,0553284789,8
995584,238849,0786866845,9
995596,238849,0929634063,10
995599,238849,1558746226,8
995641,238864,0061097861,7
995692,238864,0316096199,8
995750,238864,0374172897,5
995759,238864,0380813815,10
995807,238864,0552996009,9
995813,238864,0553280368,10
995842,238864,0670031909,9
995885,238864,0749309423,8
995945,238864,1853260010,7
996014,238889,042516098X,7
996018,238889,0439139600,10
996028,238889,0440225701,8
996038,238889,0553561618,5
996042,238889,0671023616,8
996051,238889,0812509250,10
996062,238889,0812575717,10
997686,239535,0060987103,10
997700,239535,0345416260,9
997704,239535,0375725784,5
997728,239535,0449912558,9
997742,239535,0684872153,5
997757,239535,0894803204,7
997896,239584,0061009059,5
997897,239584,0061044431,7
997898,239584,0062502182,10
997910,239584,0140186409,9
997930,239584,0312283709,8
997937,239584,0316666343,10
997950,239584,0345436911,8
997959,239584,0374525641,10
997963,239584,0375412530,7
997972,239584,0375705171,9
998003,239584,0385503954,8
998006,239584,0385509456,10
998024,239584,0440414806,9
998038,239584,0525947299,6
998051,239584,0670030643,7
998053,239584,067091021X,8
998092,239584,0805063889,10
998154,239594,0060930535,8
998235,239594,0375703764,9
998236,239594,0375703861,8
998241,239594,038549081X,9
998254,239594,0425180638,4
998259,239594,0440180295,9
998288,239594,0452260116,9
998299,239594,0553277472,9
998306,239594,0553582127,7
998396,239594,2253150711,8
998727,239688,051511779X,10
998730,239688,0515126772,10
998732,239688,0515128546,10
998733,239688,0515128554,10
998735,239688,0515132020,10
998736,239688,051513287X,10
999287,240035,034538475X,5
999290,240035,034539657X,5
999292,240035,0345413873,5
999323,240035,0425128164,5
999325,240035,0425132951,5
999349,240035,0446354732,5
999366,240035,0451169530,9
999376,240035,0553250426,8
999377,240035,0553250531,8
999378,240035,0553260960,8
999379,240035,0553278274,5
999380,240035,0553289411,7
999385,240035,0553582127,5
999390,240035,0671016776,5
999395,240035,0671519816,5
999866,240144,0061044431,8
999897,240144,0140481346,3
999902,240144,0142001805,10
999982,240144,034545104X,3
1000068,240144,0393319296,7
1000101,240144,0399147195,8
1000201,240144,0440223571,10
1000209,240144,0440414806,9
1000214,240144,0440940001,10
1000262,240144,0449219364,10
1000378,240144,0553575384,10
1000537,240144,0805036504,8
1000543,240144,0811801802,9
1000545,240144,0811811409,10
1000546,240144,0811825558,9
1000588,240144,0877017883,10
1000817,240219,0060173289,10
1000819,240219,0060976845,10
1000830,240219,0312282990,9
1000835,240219,0316601950,10
1000837,240219,0345439104,10
1000863,240219,0385323638,5
1000874,240219,0425171493,8
1000881,240219,0452281903,7
1000887,240219,0609807900,9
1000906,240219,0804108749,8
1000910,240219,1573229571,8
1001114,240267,0060934417,10
1001125,240267,0316666343,10
1001143,240267,0440216745,8
1001147,240267,0446603589,10
1001166,240267,0553572326,9
1001173,240267,0671867172,6
1002308,240567,0060959037,8
1002317,240567,0140481346,6
1002318,240567,0142000205,8
1002319,240567,0142000663,8
1002327,240567,0312195516,8
1002331,240567,0312976275,9
1002333,240567,0312990456,9
1002339,240567,0316782505,9
1002343,240567,0345465083,10
1002348,240567,0380710218,10
1002365,240567,0399501487,8
1002409,240567,0446605484,9
1002413,240567,0446672211,9
1002433,240567,0452282152,4
1002434,240567,0452282829,8
1002451,240567,0671001795,9
1002453,240567,0671021001,7
1002460,240567,0684801523,5
1002464,240567,0684865742,8
1002496,240567,1400077826,10
1002519,240568,0156006529,10
1002545,240568,0316734837,10
1002586,240568,0440226104,10
1002596,240568,0446672211,10
1002637,240568,0671001132,6
1002643,240568,0671025333,5
1002664,240568,0671867091,8
1002665,240568,0671867172,6
1002666,240568,0671868691,5
1002809,240643,0060959037,8
1002810,240643,014023828X,8
1002820,240643,0345438329,8
1002843,240643,0743262174,10
1002846,240643,0786885688,6
1002848,240643,084233226X,8
1004559,241204,0060920084,7
1004576,241204,0312291639,5
1004596,241204,0380815923,7
1004599,241204,0385722192,9
1004605,241204,0446519138,6
1004645,241204,0767905385,7
1004647,241204,0786866020,9
1004650,241204,0811801802,8
1004651,241204,0811802981,8
1004657,241204,0877017883,8
1005146,241357,0061009059,7
1005150,241357,0316601950,8
1005154,241357,0385335482,6
1005155,241357,0385484518,10
1005158,241357,0440226104,8
1005162,241357,0671001795,7
1005167,241357,0804115761,6
1005168,241357,0812570944,7
1006365,241666,034538430X,7
1006379,241666,0380710218,8
1006381,241666,0380717018,8
1006382,241666,0380718340,8
1006427,241666,0425142485,3
